"ID","Gender","Race","Age_at_Release","Residence_PUMA","Gang_Affiliated","Supervision_Risk_Score_First","Supervision_Level_First","Education_Level","Dependents","Prison_Offense","Prison_Years","Prior_Arrest_Episodes_Felony","Prior_Arrest_Episodes_Misd","Prior_Arrest_Episodes_Violent","Prior_Arrest_Episodes_Property","Prior_Arrest_Episodes_Drug","Prior_Arrest_Episodes_PPViolationCharges","Prior_Arrest_Episodes_DVCharges","Prior_Arrest_Episodes_GunCharges","Prior_Conviction_Episodes_Felony","Prior_Conviction_Episodes_Misd","Prior_Conviction_Episodes_Viol","Prior_Conviction_Episodes_Prop","Prior_Conviction_Episodes_Drug","Prior_Conviction_Episodes_PPViolationCharges","Prior_Conviction_Episodes_DomesticViolenceCharges","Prior_Conviction_Episodes_GunCharges","Prior_Revocations_Parole","Prior_Revocations_Probation","Condition_MH_SA","Condition_Cog_Ed","Condition_Other","Violations_ElectronicMonitoring","Violations_Instruction","Violations_FailToReport","Violations_MoveWithoutPermission","Delinquency_Reports","Program_Attendances","Program_UnexcusedAbsences","Residence_Changes","Avg_Days_per_DrugTest","DrugTests_THC_Positive","DrugTests_Cocaine_Positive","DrugTests_Meth_Positive","DrugTests_Other_Positive","Percent_Days_Employed","Jobs_Per_Year","Employment_Exempt","Recidivism_Within_3years","Recidivism_Arrest_Year1","Recidivism_Arrest_Year2","Recidivism_Arrest_Year3","Training_Sample"
23090,"M","BLACK","48 or older",2,0,3,"Standard","High School Diploma",2,"Property","Less than 1 year",10,6,3,4,4,5,0,0,3,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0.333333343,0.333333343,0,0,0,0,0,1,0,1,0,0
23091,"M","BLACK","28-32",22,0,4,"Standard","High School Diploma",3,NA,"Less than 1 year",2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5,0,0,0,0,1,2,0,1,0,1,0,1
23093,"M","WHITE","18-22",13,0,10,"Specialized","High School Diploma",1,"Property","Less than 1 year",4,1,0,2,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.981912145,1.887596899,0,0,0,0,0,0
23094,"M","WHITE","28-32",12,0,7,"High","High School Diploma",3,"Violent/Non-Sex","Less than 1 year",4,3,0,1,3,1,0,0,1,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,8,1,2,68.14285714,0,0,0,0,1,2.297169811,0,1,0,0,1,0
23096,"M","BLACK","38-42",15,0,3,"Standard","At least some college",0,"Drug","Less than 1 year",3,5,1,0,2,3,0,0,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,63.8,0,0,0,0,0,0,0,0,0,0,0,1
23097,"M","WHITE","38-42",4,0,6,"High","Less than HS diploma",1,"Drug","Less than 1 year",9,6,0,4,4,5,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,23.1875,0,0,0,0,1,0.984501348,0,1,0,0,1,1
23099,"M","WHITE","18-22",17,0,7,"High","High School Diploma",0,NA,"Less than 1 year",3,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,14.52941176,0,0,0,0,1,3,0,0,0,0,0,1
23103,"M","WHITE","23-27",14,0,8,"High","Less than HS diploma",3,"Property","Less than 1 year",2,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,1,0,44.75,0.125,0,0,0,1,2,1,0,0,0,0,1
23104,"M","BLACK","28-32",21,0,4,"Specialized","High School Diploma",1,"Violent/Non-Sex","1-2 years",2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,0,0,48.125,0,0,0,0,0.838961039,0.948701299,0,0,0,0,0,1
23107,"M","WHITE","18-22",6,0,6,"High","Less than HS diploma",0,"Violent/Non-Sex","Less than 1 year",3,1,2,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
23108,"F","WHITE","38-42",7,NA,4,"Standard","At least some college",3,"Drug","1-2 years",3,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6666667,0,0,0,0.333333343,0.852631579,0.961184211,0,1,0,1,0,1
23109,"M","BLACK","23-27",12,0,6,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",3,1,1,0,1,1,0,1,0,2,1,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,82.41176471,0,0,0,0,0.487508922,0.260706638,0,1,0,1,0,1
23110,"M","WHITE","33-37",25,1,6,"High","High School Diploma",1,"Property","Less than 1 year",3,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,78.3125,0,0,0,0,0.9896249,0.583000798,0,0,0,0,0,1
23112,"M","BLACK","23-27",2,1,7,"High","High School Diploma",2,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,10,1,0,13.54098361,0.049180329,0,0,0.016393442,0.217917676,0.442191283,0,0,0,0,0,0
23113,"M","BLACK","28-32",15,1,4,"Specialized","High School Diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",1,2,2,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,2,27.83333333,0.041666668,0,0,0,1,1.640344311,0,0,0,0,0,1
23114,"M","BLACK","28-32",6,0,6,"High","Less than HS diploma",0,"Drug","Less than 1 year",5,1,1,1,2,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,3,69.07142857,0.071428575,0,0,0,0.891416753,0.377714581,0,0,0,0,0,1
23115,"M","WHITE","28-32",19,0,7,"High","Less than HS diploma",1,NA,"Greater than 2 to 3 years",2,2,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,0.462365591,1,0,0,0,0,0,0
23117,"M","WHITE","38-42",25,0,4,"Standard","At least some college",0,"Drug","More than 3 years",7,1,0,0,5,2,0,0,3,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,1
23118,"F","BLACK","48 or older",5,NA,3,"Standard","At least some college",2,"Property","Greater than 2 to 3 years",10,3,1,5,0,1,0,0,3,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1
23119,"F","WHITE","43-47",22,NA,4,"Standard","Less than HS diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",2,3,2,0,1,0,0,0,2,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,281.6666667,0,0,0,0,0.222485207,0.432248521,0,0,0,0,0,0
23120,"M","BLACK","43-47",4,0,3,"Standard","High School Diploma",3,"Drug","Greater than 2 to 3 years",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,146.4,0,0,0,0,0.321721311,0.249487705,0,0,0,0,0,1
23122,"M","BLACK","23-27",14,0,5,"Standard","At least some college",0,"Drug","Less than 1 year",3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1
23123,"M","BLACK","43-47",6,1,5,"Standard","Less than HS diploma",2,"Drug","1-2 years",10,6,3,5,5,5,0,1,3,3,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
23125,"M","BLACK","28-32",2,0,9,"Specialized","Less than HS diploma",3,"Other","Greater than 2 to 3 years",10,5,2,5,0,5,0,1,2,4,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,136.6666667,0,0,0,0,0,0,0,1,0,0,1,1
23127,"M","BLACK","33-37",11,0,5,"Standard","High School Diploma",3,"Drug","Less than 1 year",2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,1,62.07142857,0,0,0,0,0.428078251,0.420310702,0,0,0,0,0,1
23128,"M","BLACK","33-37",14,0,5,"Standard","At least some college",2,"Violent/Non-Sex","1-2 years",4,6,2,1,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,120.3333333,0,0,0,0,1,2,0,0,0,0,0,1
23130,"F","WHITE","48 or older",3,NA,2,"Standard","At least some college",3,"Property","Greater than 2 to 3 years",5,3,0,4,2,2,0,0,3,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,367,0,0,0,0,0,0,0,1,0,0,1,0
23131,"M","BLACK","48 or older",5,0,10,"Specialized","High School Diploma",0,"Other","Greater than 2 to 3 years",10,3,1,5,5,5,0,0,3,1,0,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,2,3,2,36.25,0.25,0.25,0,0,1,1,0,1,0,1,0,0
23132,"M","WHITE","23-27",23,0,8,"High","At least some college",0,"Drug","Less than 1 year",4,2,0,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
23133,"M","BLACK","23-27",1,0,6,"High","At least some college",2,"Property","Less than 1 year",6,4,1,3,0,2,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64.7,0,0,0,0,0,0,0,0,0,0,0,1
23134,"M","WHITE","43-47",17,0,3,"Standard","Less than HS diploma",1,"Drug","Less than 1 year",4,6,0,3,1,3,0,0,3,4,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,105.6,0,0,0.200000003,0,0,0,0,0,0,0,0,1
23137,"F","WHITE","23-27",12,NA,6,"High","Less than HS diploma",3,"Property","1-2 years",5,2,1,2,2,1,0,0,3,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1
23138,"M","WHITE","38-42",7,0,5,"Standard","At least some college",1,"Drug","Less than 1 year",6,6,0,0,4,5,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,10,3,0,24.10526316,0,0,0.157894731,0.052631579,0.668122271,0.797489083,0,1,0,1,0,1
23139,"M","BLACK","18-22",15,1,10,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","Less than 1 year",4,3,1,4,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,64.5,0.166666672,0,0,0,0.963824289,0.94379845,0,0,0,0,0,1
23141,"M","BLACK","43-47",14,0,4,"Standard","High School Diploma",1,"Drug","1-2 years",10,6,3,2,3,5,0,0,3,4,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,3,5,0,0,105.8421053,0,0,0,0,0.195425162,0.726504227,1,1,0,1,0,1
23142,"F","WHITE","38-42",7,NA,5,"Standard","High School Diploma",2,"Drug","1-2 years",5,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10,3,1,15.23076923,0,0.046153847,0,0,0.594949495,2.582575758,0,0,0,0,0,1
23143,"M","BLACK","48 or older",11,0,2,"Standard","Less than HS diploma",1,"Property","Greater than 2 to 3 years",3,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,4,4,0,3,NA,0.033333335,0.033333335,0,0,0,NA,0,0,0,0,0,1
23145,"M","BLACK","23-27",15,0,7,"High","High School Diploma",0,NA,"Less than 1 year",6,5,0,2,3,4,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,28.33333333,0.333333343,0,0,0,0,0,0,1,0,1,0,1
23146,"M","WHITE","28-32",20,1,7,"High","At least some college",0,"Drug","1-2 years",1,3,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,NA,0,0,0,0,NA,NA,0,0,0,0,0,0
23148,"M","BLACK","43-47",11,0,4,"Standard","High School Diploma",1,"Property","Greater than 2 to 3 years",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,3,3,NA,0,0,0,0,0,NA,0,0,0,0,0,1
23150,"M","WHITE","43-47",17,0,8,"Standard","High School Diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,6,0,1,19.41176471,0,0,0,0,0.903030303,1.106818182,0,0,0,0,0,0
23154,"F","BLACK","23-27",9,NA,5,"Standard","Less than HS diploma",0,"Drug","Less than 1 year",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.66666667,0,0,0,0,1,1,0,1,0,0,1,1
23155,"M","BLACK","28-32",7,0,4,NA,"At least some college",0,"Violent/Non-Sex","Less than 1 year",7,3,1,1,3,4,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,47.2,0,0,0,0,1,0.773834746,0,0,0,0,0,0
23156,"M","BLACK","23-27",3,1,9,"Specialized","At least some college",0,"Other","1-2 years",5,3,3,0,2,2,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27272727,0,0,0,0,0.517064846,0.623293515,0,1,0,1,0,1
23157,"M","BLACK","38-42",6,0,10,"Specialized","High School Diploma",1,"Property","1-2 years",10,6,3,5,5,5,0,1,3,4,1,3,1,1,0,1,1,0,1,1,0,0,1,0,0,0,7,1,1,26.42857143,0.142857149,0,0,0.035714287,0.774324324,0.493581081,0,0,0,0,0,1
23158,"M","BLACK","23-27",10,0,9,"Specialized","Less than HS diploma",3,NA,"Less than 1 year",4,1,0,2,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,25.4,0.200000003,0,0,0,0,0,0,1,0,1,0,1
23162,"M","BLACK","28-32",23,0,9,"Specialized","Less than HS diploma",1,NA,"1-2 years",3,3,2,0,2,1,1,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,2,3,72.16666667,0.333333343,0,0,0,1,2.530600462,0,0,0,0,0,0
23164,"M","BLACK","23-27",19,0,8,"High","Less than HS diploma",3,NA,"1-2 years",5,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,36.75,0.0625,0,0.03125,0,1,0.621173469,0,0,0,0,0,1
23166,"F","BLACK","23-27",19,NA,6,"Standard","High School Diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,271.6666667,0,0,0,0,0.355828221,0.896319018,1,0,0,0,0,0
23168,"M","BLACK","18-22",8,0,9,"Specialized","Less than HS diploma",0,"Property","Greater than 2 to 3 years",3,0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,12.04545455,0.022727273,0,0,0,0.173584906,0.689150943,0,0,0,0,0,1
23169,"M","WHITE","48 or older",17,0,1,"Specialized","At least some college",2,"Violent/Sex","Less than 1 year",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,17.14285714,0,0,0,0,0,0,0,0,0,0,0,1
23173,"M","BLACK","23-27",2,0,5,"Specialized","At least some college",0,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,216.3333333,0,0,0,0,1,2.251155624,1,0,0,0,0,0
23174,"F","WHITE","43-47",7,NA,10,"Specialized","At least some college",0,"Property","1-2 years",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,191.3333333,0,0,0,0,0.668118467,0.318162021,0,0,0,0,0,0
23176,"M","BLACK","23-27",1,0,7,"High","High School Diploma",0,"Drug","Greater than 2 to 3 years",2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,43.4,0,0,0,0,0.138248848,2,0,0,0,0,0,0
23177,"M","WHITE","43-47",20,0,6,"Standard","High School Diploma",1,"Property","Less than 1 year",7,5,2,5,1,2,0,0,3,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,NA,NA,NA,NA,NA,1,0.91084788,0,0,0,0,0,1
23178,"M","WHITE","18-22",12,0,5,"Standard","High School Diploma",0,"Other","Less than 1 year",4,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,3,111,0,0,0,0,0,0,0,1,0,1,0,0
23179,"F","WHITE","33-37",12,NA,5,"Standard","High School Diploma",2,"Property","1-2 years",10,6,0,5,2,5,0,0,3,4,0,3,1,1,0,0,0,0,1,1,1,0,0,0,1,4,5,2,1,79,0,0,0,0,0.53164557,1,0,1,0,1,0,1
23180,"M","BLACK","18-22",2,1,6,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","Greater than 2 to 3 years",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,6,0,2,28.1875,0,0,0,0,0,0,1,0,0,0,0,1
23181,"M","BLACK","38-42",16,0,5,"Standard","Less than HS diploma",3,"Drug","Less than 1 year",10,5,2,2,2,5,0,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23529412,0,0,0,0,0.931937173,0.637434555,0,1,0,1,0,1
23182,"M","WHITE","18-22",25,0,6,"High","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,51.4,0,0,0,0,0.922178988,1,0,0,0,0,0,1
23183,"M","WHITE","18-22",3,0,6,"High","Less than HS diploma",0,"Property","1-2 years",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1
23184,"M","BLACK","23-27",16,0,9,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","1-2 years",7,0,1,0,4,1,0,0,3,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,6,0,1,18.66666667,0.111111112,0,0,0,0.898809524,2,0,0,0,0,0,1
23187,"M","BLACK","28-32",12,0,6,"High","High School Diploma",2,"Other","1-2 years",10,5,3,2,4,4,1,1,2,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,38.02941176,0.05882353,0,0,0,0.239752514,0.282482599,0,0,0,0,0,0
23188,"M","BLACK","38-42",19,0,8,"High","At least some college",0,"Property","1-2 years",10,2,0,5,0,4,0,0,3,1,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0
23191,"M","BLACK","28-32",8,1,6,"Standard","Less than HS diploma",0,"Other","Less than 1 year",6,4,0,0,4,3,0,1,2,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,1,13.5,0,0,0,0,0,0,0,1,0,0,1,0
23194,"F","WHITE","23-27",25,NA,9,"High","High School Diploma",1,"Drug","1-2 years",6,6,0,3,3,5,0,0,1,3,0,0,2,1,0,0,0,1,1,1,0,0,1,0,1,4,3,0,2,55.6875,0,0,0.0625,0,0,0,0,1,0,0,1,0
23196,"F","BLACK","38-42",19,NA,1,NA,"At least some college",1,"Drug","Less than 1 year",10,6,2,5,1,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
23197,"M","WHITE","28-32",8,1,9,"Specialized","Less than HS diploma",0,"Property","More than 3 years",3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,1,3,3,24.775,0.025,0,0.100000001,0,0.508577195,0.737134208,0,1,0,0,1,0
23198,"F","WHITE","43-47",4,NA,3,"Standard","At least some college",0,"Violent/Non-Sex","1-2 years",0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,137.625,0,0,0,0,0.501362398,0.331743869,0,1,0,1,0,1
23200,"M","BLACK","23-27",11,1,9,"Specialized","At least some college",1,"Property","Less than 1 year",2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,0,1,43.875,0.25,0,0,0,0,0,0,1,0,1,0,0
23202,"M","BLACK","18-22",5,0,7,"Standard","High School Diploma",0,"Property","Less than 1 year",4,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,2,12.73333333,0.06666667,0,0,0,0.691099476,1,0,0,0,0,0,1
23204,"F","WHITE","43-47",22,NA,4,"Standard","At least some college",2,"Property","1-2 years",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0.99327957,0.490927419,0,0,0,0,0,1
23205,"F","WHITE","28-32",24,NA,8,"Standard","High School Diploma",3,"Drug","1-2 years",4,1,0,1,2,2,0,0,2,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
23206,"M","BLACK","43-47",16,0,7,"High","High School Diploma",3,"Property","Greater than 2 to 3 years",10,6,3,5,3,2,1,1,2,4,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,546,0,0,0,0,0.976800977,0.668956044,0,0,0,0,0,1
23207,"F","WHITE","43-47",5,NA,9,"Specialized","High School Diploma",3,"Property","1-2 years",4,0,0,3,1,2,0,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,64.5,0,0,0,0,0.803617571,2.831395349,0,0,0,0,0,1
23209,"M","BLACK","28-32",6,0,7,"High","At least some college",0,"Other","1-2 years",9,4,1,0,5,1,0,1,1,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,149,0,0,0,0,1,1.634228188,0,1,0,1,0,1
23210,"M","WHITE","43-47",23,0,5,"Standard","High School Diploma",3,"Property","Less than 1 year",3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
23211,"M","WHITE","28-32",16,0,6,"High","High School Diploma",0,"Property","Less than 1 year",3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1.268229167,0,1,0,0,1,1
23212,"F","WHITE","18-22",17,NA,10,"High","Less than HS diploma",0,"Drug","Less than 1 year",9,1,0,0,3,5,0,0,3,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,3,22.80952381,0.047619049,0,0,0,0.853862213,2.287578288,0,1,0,1,0,0
23213,"F","WHITE","43-47",22,NA,9,"Specialized","High School Diploma",1,"Property","1-2 years",10,6,2,5,5,5,0,0,2,4,0,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,17.47368421,0,0,0.052631579,0.052631579,1,3,0,1,0,1,0,1
23214,"M","WHITE","43-47",17,0,3,"Standard","Less than HS diploma",1,"Violent/Non-Sex","1-2 years",5,3,3,3,1,0,1,0,2,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,7,0,1,98.5,0,0,0,0,0.893401015,0.618020305,1,0,0,0,0,0
23215,"M","BLACK","23-27",2,0,6,"High","High School Diploma",2,"Other","Less than 1 year",5,3,0,3,4,1,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.724489796,1,0,0,0,0,0,1
23217,"F","BLACK","38-42",1,NA,9,"Specialized","At least some college",3,"Property","1-2 years",10,6,0,5,0,1,0,1,3,2,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,0,1,33.13333333,0.033333335,0,0,0,1,0.734909457,0,0,0,0,0,1
23218,"F","BLACK","43-47",19,NA,10,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","More than 3 years",8,3,0,5,1,2,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,3,2,35.8125,0,0,0,0,0.9991274,0.318717277,1,0,0,0,0,1
23219,"M","BLACK","28-32",14,1,7,"Specialized","At least some college",3,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,65.94117647,0.05882353,0,0,0,0.484388938,0.651650312,0,1,0,1,0,1
23221,"M","BLACK","33-37",19,0,6,"Specialized","At least some college",3,"Violent/Non-Sex","More than 3 years",3,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1,1.096846847,0,0,0,0,0,1
23224,"F","BLACK","18-22",8,NA,NA,NA,"Less than HS diploma",1,"Property","1-2 years",3,2,0,4,0,1,0,1,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
23228,"M","BLACK","18-22",16,0,8,"High","Less than HS diploma",2,"Property","Less than 1 year",5,2,1,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,4,2,0,0,41.44444444,0,0,0.111111112,0,0.351206434,2.93766756,0,1,0,1,0,0
23229,"M","BLACK","43-47",6,0,5,"Standard","High School Diploma",2,"Property","1-2 years",10,4,0,5,0,3,0,0,3,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0
23230,"M","BLACK","38-42",8,0,NA,"Specialized","High School Diploma",3,"Violent/Sex","More than 3 years",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,29.41176471,0,0,0,0,1,0.7305,0,0,0,0,0,1
23231,"M","BLACK","28-32",17,0,6,"Standard","High School Diploma",3,"Other","Greater than 2 to 3 years",9,6,0,1,4,5,1,1,2,4,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,4,0,0,1,68.71428571,0.047619049,0,0,0,0.776160776,0.506237006,0,0,0,0,0,0
23235,"M","WHITE","43-47",19,0,8,"High","At least some college",2,"Property","Greater than 2 to 3 years",2,2,1,3,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,519,0,0,0,0,0.538535645,0.351878613,0,1,0,1,0,1
23238,"M","BLACK","18-22",7,1,8,"High","Less than HS diploma",0,"Property","1-2 years",4,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,177.25,0,0,0,0,0.598025388,0.5151622,0,1,0,1,0,1
